ageb,residentes,permanecen_en_ageb,proporcion,CVE_AGEB,POBTOT
192,188,0,0,3390,3881
193,825,0,0,3418,2341
194,562,0,0,3422,2808
195,89,0,0,3437,2714
196,228,0,0,3441,1644
197,1603,1,0.000623830318153,3456,2073
198,201,0,0,3460,3751
199,221,0,0,4844,4316
200,251,0,0,4859,2402
201,174,0,0,4863,8169
202,194,0,0,4878,231
203,233,0,0,4914,1511
204,20,0,0,4929,2278
205,503,3,0.00596421471173,4933,2482
206,40,0,0,4948,2704
207,22,0,0,4952,2275
208,52,0,0,4967,4061
209,86,0,0,4971,2244
210,141,1,0.00709219858156,4986,2004
211,26,0,0,4990,3141
212,1005,13,0.0129353233831,5005,5
213,270,0,0,5039,3804
214,85,1,0.0117647058824,5043,2588
215,102,0,0,5058,2447
216,74,0,0,5062,2458
217,224,0,0,5077,1289
218,165,0,0,5081,1156
219,171,1,0.00584795321637,5096,2016
220,137,0,0,5109,1521
221,91,0,0,5113,2636
222,51,0,0,5128,2824
223,452,0,0,5132,3356
224,240,0,0,5151,2472
225,2715,22,0.00810313075506,5166,2126
226,84,1,0.0119047619048,5170,1959
227,196,0,0,5185,1742
228,86,0,0,5202,1415
229,233,0,0,5217,3172
230,181,0,0,5221,1934
231,46,0,0,5236,2388
232,34,0,0,5240,728
233,42,0,0,5255,604
234,39,0,0,5274,2193
235,94,0,0,5289,1526
236,42,0,0,5293,1588
237,8,0,0,5306,1965
238,158,1,0.00632911392405,5310,1741
239,105,0,0,5325,1412
240,124,0,0,5344,2703
241,153,0,0,5359,2099
242,76,0,0,5363,2988
243,322,0,0,5378,3756
244,155,0,0,5382,3353
245,129,0,0,5397,3036
246,347,0,0,5414,3326
247,360,0,0,5429,745
248,71,0,0,5433,1414
249,102,0,0,5448,1675
250,133,0,0,5452,2414
251,30,0,0,5467,1310
252,63,0,0,5471,1509
253,17,0,0,5486,2284
254,13,0,0,5490,3371
255,82,0,0,5503,1828
256,504,0,0,5518,528
257,128,0,0,5522,1336
258,34,0,0,5537,1310
259,40,0,0,5560,5298
260,1504,19,0.0126329787234,5575,4810
261,125,0,0,5594,2608
262,74,0,0,5607,1646
263,97,0,0,5611,1254
264,139,0,0,5626,2476
265,98,0,0,5630,2865
266,32,0,0,5645,1470
267,80,0,0,5664,1156
268,263,0,0,5679,460
269,180,0,0,5683,2814
270,116,0,0,5698,4061
271,133,0,0,5700,2586
272,348,0,0,5715,2587
273,3005,26,0.00865224625624,5734,1270
274,350,0,0,5749,1374
275,218,0,0,5753,152
276,94,0,0,5768,861
277,70,0,0,5772,2762
278,42,0,0,5823,2590
279,52,0,0,5838,1322
280,81,0,0,5842,2178
281,313,0,0,5857,1735
282,229,0,0,5861,1452
283,125,0,0,5876,2322
284,205,0,0,5880,341
285,285,0,0,5895,89
286,66,1,0.0151515151515,5908,64
287,87,0,0,5912,70
288,598,0,0,5927,397
289,668,0,0,5965,1514
290,125,0,0,5984,3672
291,146,0,0,5999,2627
292,40,0,0,6003,4749
293,78,0,0,6018,4285
294,115,0,0,6022,2166
295,203,0,0,6037,1568
296,204,0,0,6041,3842
297,468,0,0,6056,2032
298,8,0,0,6060,4322
299,5,0,0,6075,2070
300,770,1,0.0012987012987,6107,16
301,259,0,0,6111,81
302,74,0,0,6126,1976
303,260,0,0,6130,3444
304,92,0,0,6145,1248
305,76,0,0,6164,1981
306,33,0,0,6179,487
307,0,0,NaN,6183,310
308,11,0,0,6198,563
309,108,0,0,6200,6095
310,67,0,0,6215,2103
311,1251,0,0,6234,100
312,68,0,0,6304,666
313,130,0,0,6319,2427
314,35,0,0,6323,841
315,20,0,0,6338,2537
316,25,0,0,6342,0
317,1,0,0,6357,118
318,0,0,NaN,6361,636
319,4,0,0,6376,3307
320,0,0,NaN,6380,277
321,37,0,0,6395,392
322,107,0,0,6408,5
323,60,0,0,6412,71
324,93,0,0,6427,55
325,154,0,0,6431,374
326,104,0,0,6446,2149
327,204,0,0,6450,4709
328,75,0,0,6465,1191
329,138,0,0,6624,2317
330,201,0,0,6639,2011
331,184,0,0,6643,4729
332,156,0,0,6658,4754
333,2,0,0,6662,3771
334,0,0,NaN,6677,3837
335,3,0,0,6681,1927
336,29,0,0,6696,376
337,70,0,0,6709,774
338,168,0,0,6713,329
339,1071,0,0,6728,80
340,37,0,0,6732,959
341,3,0,0,6747,412
342,2,0,0,6751,148
343,4,0,0,6766,2750
344,192,0,0,6770,1365
345,104,0,0,6785,28
346,217,0,0,6802,2423
347,8,0,0,6817,4355
348,9,0,0,6821,4
349,68,0,0,6836,2217
350,28,0,0,6840,3288
351,189,2,0.010582010582,6855,1257
352,7,0,0,6874,628
353,1,0,0,6893,157
354,5,0,0,6906,400
355,50,0,0,6910,2620
356,3,0,0,6925,1656
357,2,0,0,6944,2344
358,0,0,NaN,6959,2016
359,1,0,0,6963,3684
360,5,0,0,6978,1471
361,3,0,0,6982,2411
362,52,0,0,6997,595
363,106,0,0,7001,596
364,21,0,0,7016,164
365,0,0,NaN,7020,2061
366,55,0,0,7035,715
367,21,0,0,7054,1553
368,69,0,0,7069,550
369,119,0,0,7073,39
370,1596,19,0.0119047619048,7088,166
371,486,0,0,7092,252
372,53,0,0,7105,71
373,3,0,0,7124,168
374,2,0,0,7139,17
375,2,0,0,7143,162
376,5,0,0,7158,727
377,10,0,0,7162,512
378,11,0,0,7177,2311
379,0,0,NaN,7181,292
380,20,0,0,7196,621
381,5,0,0,7209,1143
382,0,0,NaN,7213,915
383,0,0,NaN,7228,1383
384,24,0,0,7232,2694
385,124,0,0,7247,614
386,11,0,0,7251,790
387,31,0,0,7266,83
388,42,0,0,7270,566
389,35,0,0,7285,333
390,0,0,NaN,7302,340
391,5,0,0,7317,852
392,5,0,0,7321,0
393,26,0,0,7336,559
394,19,0,0,7340,299
395,26,0,0,7355,3648
396,28,0,0,7374,0
397,24,0,0,7389,4455
398,20,0,0,7393,172
399,88,1,0.0113636363636,7406,92
400,21,0,0,7410,93
401,72,0,0,7425,7
402,16,0,0,7444,2533
403,4,0,0,7459,11
404,3,0,0,7463,2441
405,23,0,0,7478,506
406,3,0,0,7482,1259
407,18,0,0,7497,367
408,20,0,0,7514,1175
409,25,0,0,7529,2750
410,0,0,NaN,7548,79
411,1,0,0,7552,58
412,1,0,0,7567,405
413,2,0,0,7571,104
414,6,0,0,7586,279
415,5,0,0,7603,214
416,0,0,NaN,7618,47
417,1,0,0,7622,0
418,10,0,0,7637,279
419,5,0,0,7641,180
420,43,0,0,7656,491
421,19,0,0,7660,503
422,5,0,0,7675,329
423,71,0,0,7694,10
424,36,0,0,7707,1460
425,9,0,0,7711,874
426,32,0,0,7726,397
427,93,0,0,7764,563
428,3,0,0,7779,1495
429,2,0,0,7783,1072
430,10,0,0,7798,1258
431,5,0,0,7800,2708
432,7,0,0,7815,2062
433,0,0,NaN,7834,447
434,19,0,0,7849,16
435,16,0,0,7853,39
436,3,0,0,7868,927
437,1,0,0,7872,1359
438,3196,36,0.0112640801001,7887,768
439,1018,0,0,7891,0
440,9,0,0,7904,3499
441,35,0,0,7919,0
442,10,0,0,7923,4191
443,7,0,0,7938,1404
444,7,0,0,7942,0
445,0,0,NaN,7957,575
446,2,0,0,7961,50
447,22,0,0,7976,103
448,75,0,0,7980,767
449,97,0,0,7995,200
450,10,0,0,8014,2723
451,81,1,0.0123456790123,8029,4041
452,15,0,0,8033,5932
453,132,0,0,8048,1512
454,16,0,0,8052,2283
455,325,0,0,8067,1952
456,3,0,0,8071,1286
457,0,0,NaN,8090,736
458,1,0,0,8103,0
459,1,0,0,8118,0
460,0,0,NaN,8122,393
461,0,0,NaN,8137,2889
462,2,0,0,8141,452
463,0,0,NaN,8211,678
464,1,0,0,8226,2
465,1,0,0,8230,27
466,36,0,0,8245,0
467,16,0,0,8264,141
468,6,0,0,8279,3314
469,5,0,0,8283,2388
470,8,0,0,8298,497
471,38,0,0,8300,417
472,9,0,0,8315,86
473,0,0,NaN,8334,504
474,0,0,NaN,8349,0
475,0,0,NaN,8353,0
476,0,0,NaN,8368,8
477,7,0,0,8372,14
478,18,0,0,8387,37
479,48,0,0,8391,89
480,15,0,0,8404,1028
481,85,0,0,8419,416
482,2,0,0,8423,70
483,5,0,0,8438,356
484,0,0,NaN,8442,557
485,5,0,0,8457,59
486,2,0,0,8461,442
487,0,0,NaN,8476,508
488,43,0,0,8480,32
489,0,0,NaN,8495,2
490,31,0,0,8508,130
491,8,0,0,8512,0
492,0,0,NaN,8527,64
493,9,0,0,8531,1107
494,1,0,0,8546,575
495,0,0,NaN,8550,2061
496,13,0,0,8584,11
497,1,0,0,8599,78
498,2,0,0,8601,88
499,32,0,0,8616,11
500,60,0,0,8620,10
501,43,0,0,8635,2041
502,29,0,0,8654,1156
503,18,0,0,8669,14
504,30,0,0,8673,87
505,27,0,0,8688,8
506,10,0,0,8692,283
507,0,0,NaN,8705,490
508,0,0,NaN,8724,2
509,0,0,NaN,8739,904
510,78,0,0,8743,1
511,1,0,0,8758,275
512,40,0,0,8832,10
513,0,0,NaN,8847,5
514,1,0,0,8851,104
515,16,0,0,8866,1170
516,1,0,0,8870,3548
517,1,0,0,8885,1747
518,21,0,0,8902,207
519,21,0,0,8917,721
520,15,0,0,8921,222
521,7,0,0,8936,106
522,5,0,0,8940,25
523,0,0,NaN,8955,4065
524,5,0,0,8989,25
525,0,0,NaN,8993,2973
526,0,0,NaN,017A,60
527,6,0,0,024A,2
528,0,0,NaN,031A,0
529,3,0,0,049A,1393
530,9,0,0,056A,1971
531,7,0,0,063A,1706
532,3,0,0,070A,842
533,1,0,0,095A,796
534,4,0,0,106A,0
535,6,0,0,113A,11
536,10,0,0,120A,1703
537,1,0,0,138A,2
538,2,0,0,145A,1401
539,50,0,0,177A,2032
540,2,0,0,184A,2536
541,1,0,0,191A,1663
542,23,0,0,202A,3065
543,7,0,0,234A,2825
544,12,0,0,273A,1341
545,63,0,0,280A,3180
546,57,0,0,298A,1322
547,0,0,NaN,323A,2676
548,0,0,NaN,330A,2318
549,0,0,NaN,483A,4005
550,0,0,NaN,490A,3127
551,0,0,NaN,519A,1960
552,4,0,0,526A,1665
553,23,0,0,533A,1994
554,8,0,0,540A,2859
555,22,0,0,558A,2232
556,0,0,NaN,565A,2856
557,0,0,NaN,572A,2435
558,6,0,0,597A,3227
559,0,0,NaN,608A,644
560,11,0,0,615A,2964
561,15,0,0,622A,7394
562,0,0,NaN,647A,74
563,6,0,0,679A,0
564,7,0,0,686A,0
565,2,0,0,693A,2199
566,0,0,NaN,704A,1267
567,0,0,NaN,711A,216
568,4,0,0,729A,289
569,3,0,0,736A,1
570,54,0,0,743A,142
571,21,0,0,750A,5444
572,6,0,0,768A,139
573,2,0,0,782A,122
574,4,0,0,800A,221
575,1,0,0,825A,1760
576,16,0,0,832A,9
577,0,0,NaN,857A,24
578,28,0,0,864A,424
579,3,0,0,871A,4
580,3,0,0,889A,2080
581,19,0,0,896A,305
