ageb,residentes,permanecen_en_ageb,proporcion,CVE_AGEB,POBTOT
90,0,0,NaN,1375,7
91,0,0,NaN,1394,1427
92,0,0,NaN,1407,323
93,0,0,NaN,1411,770
94,0,0,NaN,1426,962
95,1,0,0,1430,2059
96,6,0,0,1445,1955
97,15,0,0,1464,328
98,4,0,0,1479,61
99,0,0,NaN,1746,4174
100,4,0,0,1750,2722
101,0,0,NaN,1799,2271
102,0,0,NaN,1835,2540
103,3,0,0,1854,1608
104,0,0,NaN,1869,2202
105,1,0,0,1873,2237
106,357,0,0,1888,1614
107,14,0,0,1905,1856
108,18,0,0,1924,1627
109,116,0,0,1939,1476
110,1,0,0,1943,1388
111,2,0,0,1958,1022
112,486,0,0,1996,823
113,1666,0,0,2000,1053
114,158,0,0,2015,1146
115,177,0,0,2049,1898
116,250,0,0,2068,1212
117,160,0,0,2072,1378
118,57,0,0,2087,853
119,152,0,0,2091,601
120,605,0,0,2195,2910
121,94,0,0,2208,1794
122,127,0,0,2246,14443
123,287,0,0,2250,6061
124,171,0,0,2265,2968
125,200,0,0,2299,2839
126,124,0,0,2335,6062
127,122,0,0,2354,3270
128,139,0,0,2373,3047
129,959,1,0.00104275286757,2388,4185
130,126,0,0,2405,3421
131,431,0,0,2443,3672
132,107,0,0,2458,2511
133,45,0,0,2462,737
134,368,0,0,2477,2982
135,23,0,0,2481,870
136,39,0,0,2509,2279
137,142,0,0,2513,900
138,85,0,0,2528,5911
139,2393,0,0,2532,2541
140,3895,0,0,2547,2286
141,264,0,0,2551,2357
142,237,0,0,2566,18
143,756,0,0,2570,10
144,134,0,0,2585,5372
145,184,0,0,2602,177
146,199,0,0,2617,5748
147,744,0,0,2621,7410
148,135,0,0,2636,1851
149,363,0,0,2640,3360
150,304,0,0,2655,1860
151,158,0,0,2706,5435
152,439,0,0,2710,8006
153,54,0,0,2744,56
154,203,0,0,2763,7242
155,414,0,0,2778,4472
156,560,1,0.00178571428571,2852,1
157,142,0,0,2886,3806
158,135,0,0,2890,2769
159,105,0,0,2903,3088
160,119,1,0.00840336134454,2918,2212
161,1032,0,0,2922,1331
162,394,1,0.00253807106599,2937,1606
163,309,0,0,2941,1522
164,132,0,0,2956,2410
165,816,1,0.00122549019608,2960,1352
166,710,0,0,2975,2909
167,313,0,0,2994,1849
168,296,0,0,3009,846
169,658,0,0,3013,820
170,3186,3,0.000941619585687,3028,386
171,712,0,0,3032,726
172,1891,0,0,3047,1105
173,1088,1,0.000919117647059,3051,2855
174,784,0,0,3066,1730
175,18,0,0,3070,2254
176,1318,2,0.00151745068285,3085,2515
177,616,0,0,3225,2371
178,2063,0,0,3244,4564
179,280,0,0,3259,3904
180,208,0,0,3263,3766
181,102,0,0,3278,4110
182,1381,2,0.00144822592324,3282,1770
183,201,0,0,3297,5231
184,152,0,0,3314,2781
185,27,0,0,3329,1898
186,53,0,0,3333,2509
187,74,0,0,3348,2843
188,88,0,0,3352,126
189,63,0,0,3367,918
190,476,0,0,3371,2021
191,111,0,0,3386,1812
192,185,0,0,3390,3881
193,651,0,0,3418,2341
194,646,0,0,3422,2808
195,79,0,0,3437,2714
196,261,0,0,3441,1644
197,1509,0,0,3456,2073
198,166,0,0,3460,3751
199,215,0,0,4844,4316
200,195,0,0,4859,2402
201,151,0,0,4863,8169
202,186,0,0,4878,231
203,236,0,0,4914,1511
204,20,0,0,4929,2278
205,386,0,0,4933,2482
206,34,0,0,4948,2704
207,16,0,0,4952,2275
208,43,0,0,4967,4061
209,73,0,0,4971,2244
210,95,0,0,4986,2004
211,28,0,0,4990,3141
212,858,4,0.004662004662,5005,5
213,269,0,0,5039,3804
214,83,0,0,5043,2588
215,82,0,0,5058,2447
216,61,0,0,5062,2458
217,237,0,0,5077,1289
218,138,0,0,5081,1156
219,114,0,0,5096,2016
220,197,0,0,5109,1521
221,77,0,0,5113,2636
222,34,0,0,5128,2824
223,506,0,0,5132,3356
224,216,0,0,5151,2472
225,2442,2,0.000819000819001,5166,2126
226,81,0,0,5170,1959
227,156,0,0,5185,1742
228,75,0,0,5202,1415
229,289,0,0,5217,3172
230,168,0,0,5221,1934
231,47,0,0,5236,2388
232,35,0,0,5240,728
233,25,0,0,5255,604
234,21,0,0,5274,2193
235,56,0,0,5289,1526
236,38,0,0,5293,1588
237,6,0,0,5306,1965
238,163,0,0,5310,1741
239,104,0,0,5325,1412
240,117,0,0,5344,2703
241,178,0,0,5359,2099
242,78,0,0,5363,2988
243,283,0,0,5378,3756
244,134,0,0,5382,3353
245,97,0,0,5397,3036
246,371,0,0,5414,3326
247,305,0,0,5429,745
248,52,0,0,5433,1414
249,94,0,0,5448,1675
250,91,0,0,5452,2414
251,13,0,0,5467,1310
252,34,0,0,5471,1509
253,11,0,0,5486,2284
254,11,0,0,5490,3371
255,72,0,0,5503,1828
256,639,0,0,5518,528
257,119,0,0,5522,1336
258,31,0,0,5537,1310
259,31,0,0,5560,5298
260,1235,3,0.00242914979757,5575,4810
261,80,0,0,5594,2608
262,56,0,0,5607,1646
263,88,0,0,5611,1254
264,88,0,0,5626,2476
265,59,0,0,5630,2865
266,32,0,0,5645,1470
267,56,0,0,5664,1156
268,219,0,0,5679,460
269,143,0,0,5683,2814
270,103,0,0,5698,4061
271,111,0,0,5700,2586
272,366,0,0,5715,2587
273,2650,5,0.00188679245283,5734,1270
274,303,0,0,5749,1374
275,226,0,0,5753,152
276,93,0,0,5768,861
277,56,0,0,5772,2762
278,26,0,0,5823,2590
279,48,0,0,5838,1322
280,76,0,0,5842,2178
281,302,0,0,5857,1735
282,275,0,0,5861,1452
283,99,0,0,5876,2322
284,160,0,0,5880,341
285,345,0,0,5895,89
286,63,0,0,5908,64
287,65,0,0,5912,70
288,621,0,0,5927,397
289,718,0,0,5965,1514
290,91,0,0,5984,3672
291,122,0,0,5999,2627
292,28,0,0,6003,4749
293,53,0,0,6018,4285
294,96,0,0,6022,2166
295,137,0,0,6037,1568
296,180,0,0,6041,3842
297,451,0,0,6056,2032
298,7,0,0,6060,4322
299,2,0,0,6075,2070
300,694,0,0,6107,16
301,231,0,0,6111,81
302,46,0,0,6126,1976
303,200,0,0,6130,3444
304,75,0,0,6145,1248
305,43,0,0,6164,1981
306,22,0,0,6179,487
307,0,0,NaN,6183,310
308,10,0,0,6198,563
309,51,0,0,6200,6095
310,51,0,0,6215,2103
311,1099,0,0,6234,100
312,48,0,0,6304,666
313,53,0,0,6319,2427
314,29,0,0,6323,841
315,16,0,0,6338,2537
316,18,0,0,6342,0
317,1,0,0,6357,118
318,0,0,NaN,6361,636
319,2,0,0,6376,3307
320,2,0,0,6380,277
321,32,0,0,6395,392
322,98,0,0,6408,5
323,37,0,0,6412,71
324,76,0,0,6427,55
325,118,0,0,6431,374
326,68,0,0,6446,2149
327,176,0,0,6450,4709
328,41,0,0,6465,1191
329,110,0,0,6624,2317
330,153,0,0,6639,2011
331,123,0,0,6643,4729
332,140,0,0,6658,4754
333,0,0,NaN,6662,3771
334,1,0,0,6677,3837
335,1,0,0,6681,1927
336,16,0,0,6696,376
337,54,0,0,6709,774
338,180,0,0,6713,329
339,944,0,0,6728,80
340,20,0,0,6732,959
341,6,0,0,6747,412
342,2,0,0,6751,148
343,2,0,0,6766,2750
344,133,0,0,6770,1365
345,86,0,0,6785,28
346,164,0,0,6802,2423
347,1,0,0,6817,4355
348,4,0,0,6821,4
349,43,0,0,6836,2217
350,9,0,0,6840,3288
351,138,0,0,6855,1257
352,3,0,0,6874,628
353,2,0,0,6893,157
354,1,0,0,6906,400
355,55,0,0,6910,2620
356,0,0,NaN,6925,1656
357,1,0,0,6944,2344
358,0,0,NaN,6959,2016
359,0,0,NaN,6963,3684
360,0,0,NaN,6978,1471
361,2,0,0,6982,2411
362,40,0,0,6997,595
363,105,0,0,7001,596
364,13,0,0,7016,164
365,2,0,0,7020,2061
366,54,0,0,7035,715
367,13,0,0,7054,1553
368,57,0,0,7069,550
369,107,0,0,7073,39
370,1320,2,0.00151515151515,7088,166
371,490,0,0,7092,252
372,36,0,0,7105,71
373,6,0,0,7124,168
374,6,0,0,7139,17
375,2,0,0,7143,162
376,3,0,0,7158,727
377,6,0,0,7162,512
378,10,0,0,7177,2311
379,0,0,NaN,7181,292
380,11,0,0,7196,621
381,3,0,0,7209,1143
382,0,0,NaN,7213,915
383,0,0,NaN,7228,1383
384,10,0,0,7232,2694
385,92,0,0,7247,614
386,7,0,0,7251,790
387,32,0,0,7266,83
388,43,0,0,7270,566
389,23,0,0,7285,333
390,0,0,NaN,7302,340
391,2,0,0,7317,852
392,5,0,0,7321,0
393,18,0,0,7336,559
394,11,0,0,7340,299
395,9,0,0,7355,3648
396,26,0,0,7374,0
397,23,0,0,7389,4455
398,12,0,0,7393,172
399,67,0,0,7406,92
400,21,0,0,7410,93
401,67,0,0,7425,7
402,12,0,0,7444,2533
403,3,0,0,7459,11
404,0,0,NaN,7463,2441
405,19,0,0,7478,506
406,6,0,0,7482,1259
407,12,0,0,7497,367
408,14,0,0,7514,1175
409,17,0,0,7529,2750
410,0,0,NaN,7548,79
411,0,0,NaN,7552,58
412,0,0,NaN,7567,405
413,0,0,NaN,7571,104
414,5,0,0,7586,279
415,1,0,0,7603,214
416,0,0,NaN,7618,47
417,1,0,0,7622,0
418,7,0,0,7637,279
419,3,0,0,7641,180
420,41,0,0,7656,491
421,13,0,0,7660,503
422,4,0,0,7675,329
423,64,0,0,7694,10
424,16,0,0,7707,1460
425,9,0,0,7711,874
426,25,0,0,7726,397
427,70,0,0,7764,563
428,0,0,NaN,7779,1495
429,0,0,NaN,7783,1072
430,8,0,0,7798,1258
431,0,0,NaN,7800,2708
432,3,0,0,7815,2062
433,2,0,0,7834,447
434,17,0,0,7849,16
435,5,0,0,7853,39
436,3,0,0,7868,927
437,1,0,0,7872,1359
438,2988,5,0.0016733601071,7887,768
439,1091,0,0,7891,0
440,2,0,0,7904,3499
441,27,0,0,7919,0
442,3,0,0,7923,4191
443,6,0,0,7938,1404
444,4,0,0,7942,0
445,0,0,NaN,7957,575
446,0,0,NaN,7961,50
447,16,0,0,7976,103
448,41,0,0,7980,767
449,112,0,0,7995,200
450,6,0,0,8014,2723
451,42,0,0,8029,4041
452,7,0,0,8033,5932
453,107,0,0,8048,1512
454,12,0,0,8052,2283
455,334,0,0,8067,1952
456,4,0,0,8071,1286
457,0,0,NaN,8090,736
458,0,0,NaN,8103,0
459,0,0,NaN,8118,0
460,0,0,NaN,8122,393
461,0,0,NaN,8137,2889
462,2,0,0,8141,452
463,0,0,NaN,8211,678
464,0,0,NaN,8226,2
465,0,0,NaN,8230,27
466,31,0,0,8245,0
467,10,0,0,8264,141
468,4,0,0,8279,3314
469,7,0,0,8283,2388
470,2,0,0,8298,497
471,29,0,0,8300,417
472,10,0,0,8315,86
473,1,0,0,8334,504
474,0,0,NaN,8349,0
475,0,0,NaN,8353,0
476,0,0,NaN,8368,8
477,5,0,0,8372,14
478,17,0,0,8387,37
479,23,0,0,8391,89
480,6,0,0,8404,1028
481,54,0,0,8419,416
482,4,0,0,8423,70
483,1,0,0,8438,356
484,0,0,NaN,8442,557
485,3,0,0,8457,59
486,1,0,0,8461,442
487,0,0,NaN,8476,508
488,41,0,0,8480,32
489,0,0,NaN,8495,2
490,12,0,0,8508,130
491,2,0,0,8512,0
492,1,0,0,8527,64
493,8,0,0,8531,1107
494,2,0,0,8546,575
495,1,0,0,8550,2061
496,6,0,0,8584,11
497,0,0,NaN,8599,78
498,0,0,NaN,8601,88
499,28,0,0,8616,11
500,42,0,0,8620,10
501,35,0,0,8635,2041
502,16,0,0,8654,1156
503,17,0,0,8669,14
504,28,0,0,8673,87
505,20,0,0,8688,8
506,7,0,0,8692,283
507,0,0,NaN,8705,490
508,0,0,NaN,8724,2
509,1,0,0,8739,904
510,52,0,0,8743,1
511,2,0,0,8758,275
512,29,0,0,8832,10
513,0,0,NaN,8847,5
514,1,0,0,8851,104
515,10,0,0,8866,1170
516,7,0,0,8870,3548
517,1,0,0,8885,1747
518,17,0,0,8902,207
519,18,0,0,8917,721
520,10,0,0,8921,222
521,1,0,0,8936,106
522,4,0,0,8940,25
523,0,0,NaN,8955,4065
524,3,0,0,8989,25
525,0,0,NaN,8993,2973
526,0,0,NaN,017A,60
527,3,0,0,024A,2
528,0,0,NaN,031A,0
529,3,0,0,049A,1393
530,4,0,0,056A,1971
531,5,0,0,063A,1706
532,4,0,0,070A,842
533,1,0,0,095A,796
534,1,0,0,106A,0
535,5,0,0,113A,11
536,9,0,0,120A,1703
537,2,0,0,138A,2
538,2,0,0,145A,1401
539,27,0,0,177A,2032
540,2,0,0,184A,2536
541,1,0,0,191A,1663
542,23,0,0,202A,3065
543,8,0,0,234A,2825
544,7,0,0,273A,1341
545,43,0,0,280A,3180
546,52,0,0,298A,1322
547,0,0,NaN,323A,2676
548,0,0,NaN,330A,2318
549,0,0,NaN,483A,4005
550,0,0,NaN,490A,3127
551,0,0,NaN,519A,1960
552,0,0,NaN,526A,1665
553,19,0,0,533A,1994
554,6,0,0,540A,2859
555,18,0,0,558A,2232
556,0,0,NaN,565A,2856
557,1,0,0,572A,2435
558,2,0,0,597A,3227
559,0,0,NaN,608A,644
560,3,0,0,615A,2964
561,12,0,0,622A,7394
562,0,0,NaN,647A,74
563,4,0,0,679A,0
564,6,0,0,686A,0
565,0,0,NaN,693A,2199
566,0,0,NaN,704A,1267
567,0,0,NaN,711A,216
568,0,0,NaN,729A,289
569,6,0,0,736A,1
570,43,0,0,743A,142
571,16,0,0,750A,5444
572,6,0,0,768A,139
573,2,0,0,782A,122
574,1,0,0,800A,221
575,0,0,NaN,825A,1760
576,9,0,0,832A,9
577,0,0,NaN,857A,24
578,14,0,0,864A,424
579,4,0,0,871A,4
580,3,0,0,889A,2080
581,16,0,0,896A,305
